table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.reporting_db.revenues,fanbase-reporting,reporting_db,revenues,This table stores information about revenues generated by the fanbase platform.,"id, user_id, created_at","Analyzing revenue trends over time, Tracking revenue generated by specific users, Monitoring revenue generated from different regions, Calculating revenue from subscriptions and other transactions",,16,"id, ammount, currency_id, region_id, user_id","INTEGER, NUMERIC, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.revenues_bkp,fanbase-reporting,reporting_db,revenues_bkp,This table stores information about revenues related to user subscriptions and interactions within a fanbase platform.,"id, user_id, subscription_id","Analyzing revenue trends over time, Tracking user subscriptions and interactions, Calculating total revenue generated by each user",,15,"id, ammount, currency_id, region_id, user_id","STRING, NUMERIC, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.roles,fanbase-reporting,reporting_db,roles,This table stores information about roles within a reporting database.,"id, name","Tracking and managing roles within the reporting database, Auditing role changes over time",,7,"id, name, type, guard_name, created_at","INTEGER, STRING, STRING, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.series,fanbase-reporting,reporting_db,series,This table stores information about series in a fanbase reporting database.,"id, user_id","Analyzing the popularity of different series based on user interactions, Tracking the creation and update timestamps of series, Monitoring banned series, Identifying when data was last extracted by Airbyte",,8,"id, name, description, user_id, created_at","INTEGER, STRING, STRING, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.stories,fanbase-reporting,reporting_db,stories,This table stores information about stories created by users in the fanbase reporting system.,"id, uuid, user_id","Analyzing user engagement with stories based on loves_count and likes_count, Tracking the type of media and media_type used in stories, Monitoring the creation and update timestamps of stories",,32,"id, uuid, user_id, media, media_type","INTEGER, STRING, INTEGER, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.stories_bkp,fanbase-reporting,reporting_db,stories_bkp,This table stores information about stories created by users in the fanbase reporting system.,"id, user_id","Analyzing user engagement with stories based on loves, likes, and comments counts, Tracking the types of media used in stories, Monitoring the creation and update timestamps of stories",,12,"id, user_id, media, media_type, thumbnail","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.stories_bkp_Srini,fanbase-reporting,reporting_db,stories_bkp_Srini,This table stores information about stories created by users in a fanbase reporting system.,"id, user_id","Analyzing user engagement with stories based on loves, likes, and comments counts, Tracking the types of media (e.g., images, videos) used in stories, Monitoring the creation and update timestamps of stories",,12,"id, user_id, media, media_type, thumbnail","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.strikes,fanbase-reporting,reporting_db,strikes,This table likely stores information about strikes issued to users within a fanbase platform.,"id, user_id","Tracking strikes issued to users, Monitoring strike expiration dates, Analyzing strike types and frequency",,7,"id, user_id, type, created_at, updated_at","INTEGER, INTEGER, STRING, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.stripe_subscription_items,fanbase-reporting,reporting_db,stripe_subscription_items,This table stores information about subscription items related to a Stripe subscription service.,"id, stripe_subscription_id","Analyzing the quantity and pricing of subscription items, Tracking the creation and update timestamps of subscription items, Joining with other tables using the 'stripe_subscription_id' for deeper analysis",,9,"id, stripe_id, stripe_product, stripe_price, quantity","INTEGER, STRING, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.stripe_subscriptions,fanbase-reporting,reporting_db,stripe_subscriptions,This table stores information about subscriptions made by users to content creators via the Stripe payment platform.,"id, user_id, content_creator_id, stripe_id","Analyzing subscription trends for different content creators, Tracking subscription status and pricing information, Monitoring trial and end dates of subscriptions",,15,"id, user_id, content_creator_id, name, stripe_id","INTEGER, INTEGER, INTEGER, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.subscription_slots,fanbase-reporting,reporting_db,subscription_slots,"This table stores information about subscription slots for various types of content (stories, FB+ shows, livestreams, posts) for users.","id, user_id","Tracking subscription slots for different types of content for users, Monitoring subscription status changes over time, Analyzing user engagement with different types of content",,17,"id, user_id, flickz_id, story_id, tv_id","INTEGER, INTEGER, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.subscription_statuses,fanbase-reporting,reporting_db,subscription_statuses,This table stores information about subscription statuses for users in the fanbase reporting database.,"id, user_id","Tracking active subscriptions for users, Monitoring expiration dates of subscriptions, Auditing changes to subscription statuses over time",,9,"id, user_id, receipt_id, subscriptions, expiration_date","INTEGER, INTEGER, INTEGER, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.subscriptions,fanbase-reporting,reporting_db,subscriptions,This table stores information about user subscriptions to various products.,"id, user_id, subscribed_to","Tracking user subscriptions to different products, Monitoring subscription start and end dates, Recording payment status and receipt information, Identifying legacy migrated subscriptions",,12,"id, user_id, subscribed_to, created_at, updated_at","INTEGER, INTEGER, INTEGER, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.test_analytics_email,fanbase-reporting,reporting_db,test_analytics_email,This table stores analytics data related to email activities.,"EMAIL, UPDATED_AT","Analyzing email engagement metrics, Tracking email campaign performance",,3,"EMAIL, UPDATED_AT, PAYLOAD","STRING, TIMESTAMP, JSON",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.test_branch,fanbase-reporting,reporting_db,test_branch,"This table is used for storing data related to fanbase reporting, specifically for test branches.","EMAIL, UPDATED_AT","Tracking updates to fanbase data, Analyzing fanbase demographics and behavior",,3,"EMAIL, UPDATED_AT, payload","STRING, TIMESTAMP, JSON",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.test_token_vc,fanbase-reporting,reporting_db,test_token_vc,This table stores information about tokens used for accessing voice channels in a fanbase reporting system.,"id, user_id, voice_channel_id","Tracking token usage for accessing voice channels, Monitoring expiration dates of tokens, Recording audio information related to token usage, Managing status of tokens, Tracking user interactions with voice channels (loves), Assigning Agora roles for token access",,13,"id, user_id, voice_channel_id, expires_at, audio","INTEGER, INTEGER, INTEGER, TIMESTAMP, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.top_users,fanbase-reporting,reporting_db,top_users,This table stores information about top users in the fanbase reporting system.,"id, user_id","Analyzing the top users based on different categories such as posts, flickz, discover, rooms, and plus features., Tracking user engagement and activity within the fanbase platform., Generating reports on user behavior and preferences.",,8,"id, user_id, is_post, is_flickz, is_discover","STRING, INTEGER, BOOLEAN, BOOLEAN, BOOLEAN",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.trending_sections,fanbase-reporting,reporting_db,trending_sections,This table stores information about trending sections in a fanbase reporting system.,id,"Analyzing trending sections popularity and engagement, Tracking changes in trending sections over time, Optimizing the display and order of trending sections",,10,"id, type, title, icon, accessory_name","INTEGER, STRING, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.tv_views,fanbase-reporting,reporting_db,tv_views,"This table stores information about FB+ views, including the FB+ ID, user ID, timestamps of creation and update, migration status, and extraction timestamp.","id, tv_id, user_id","Analyzing FB+ viewing patterns by users, Tracking when FB+ views were created and updated, Monitoring migration status of FB+ view data, Tracking extraction timestamps for data synchronization",,7,"id, tv_id, user_id, created_at, updated_at","INTEGER, INTEGER, INTEGER, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.tvs,fanbase-reporting,reporting_db,tvs,This table stores information about FB+ shows in a fanbase reporting database.,"id, uuid","Analyzing user engagement with FB+ shows, Tracking premium content usage, Personalizing recommendations based on user preferences",,47,"id, uuid, name, description, cover","INTEGER, STRING, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.user_activities,fanbase-reporting,reporting_db,user_activities,This table stores user activities related to different models in the fanbase reporting system.,"id, user_id, model_type, model_id, activity_type","Tracking user interactions with different models in the system, Analyzing changes in values from 'value_from' to 'value_to', Recording undo actions performed by users, Monitoring the processing status of activities",,14,"id, user_id, model_type, model_id, model_uuid","INTEGER, INTEGER, STRING, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.user_algorithm_interests,fanbase-reporting,reporting_db,user_algorithm_interests,"This table stores information about user interests based on algorithms, including the score of the interest.","user_id, interest_id","Analyzing user preferences and interests to personalize recommendations or content, Tracking changes in user interests over time, Measuring the relevance or popularity of different interests among users",,7,"id, user_id, interest_id, score, created_at","INTEGER, INTEGER, INTEGER, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
